"file_path","total_events","added_count","modified_count","deleted_count","renamed_count","copied_count","type_changed_count","first_seen","last_seen","first_commit","last_commit"
"src/components/WelcomeScreen.tsx",7,1,4,2,0,0,0,"2022-11-01T16:29:58+00:00","2023-02-26T19:48:47+00:00","6334bd832fc4db3b5e5ad79ef785f9ed565a1d1e","1d5e865da1353ff4ee9883bcf421357ff833ad16"
"src/components/WelcomeScreenDecor.tsx",3,1,0,2,0,0,0,"2022-11-01T16:29:58+00:00","2023-02-26T19:48:47+00:00","6334bd832fc4db3b5e5ad79ef785f9ed565a1d1e","1d5e865da1353ff4ee9883bcf421357ff833ad16"
"src/hooks/useOutsideClick.ts",6,1,4,0,1,0,0,"2022-11-01T16:29:58+00:00","2023-12-12T06:02:51+00:00","6334bd832fc4db3b5e5ad79ef785f9ed565a1d1e","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
"src/clipboard.test.ts",4,1,2,0,1,0,0,"2022-11-14T08:32:54+00:00","2023-12-12T06:02:51+00:00","bfbaeae67fc7a79cb5d0215021ed3db836be44d1","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
"src/scene/Fonts.ts",6,2,3,0,1,0,0,"2022-11-23T20:15:32+00:00","2023-12-12T06:02:51+00:00","1f117995d90a1bb6c452791eff62c3efad66ee61","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
"src/tests/clipboard.test.tsx",14,2,11,0,1,0,0,"2022-11-26T22:44:26+00:00","2023-12-12T06:02:51+00:00","baf9651d343b1ce10a94c54ca1ee799058e9d6cb","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
"src/service-worker.ts",5,3,0,2,0,0,0,"2022-12-18T21:23:30+00:00","2023-07-27T18:20:11+00:00","95d669390fde2550c42d46bd47b19440569fa538","48924688c75aada554674b5a2bc3c752d33d3444"
"src/serviceWorkerRegistration.ts",5,1,0,2,2,0,0,"2022-12-18T21:23:30+00:00","2023-07-27T18:20:11+00:00","95d669390fde2550c42d46bd47b19440569fa538","48924688c75aada554674b5a2bc3c752d33d3444"
"src/components/footer/Footer.tsx",11,0,8,0,3,0,0,"2022-12-21T08:59:06+00:00","2023-12-12T06:02:51+00:00","b704705ed84205b3bb3983ad20a6970b4eb33d15","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
"src/components/footer/FooterCenter.tsx",8,2,5,0,1,0,0,"2022-12-21T08:59:06+00:00","2023-12-12T06:02:51+00:00","b704705ed84205b3bb3983ad20a6970b4eb33d15","d6cd8b78f11742e9107dd4cd9cee564120ae599b"
